行业,指标键,层级,指标名称,建议权重,数据来源,评分口径,角色,历史优先级,历史频率,最早回测需要,历史状态,更新备注
国防军工,国防军工|1-国防预算增速,先行,1-国防预算增速,0.1698,全国人大,滚动3M/4Q同比；以交付、收入或现金流确认，政策/规划单项权重≤8%。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
国防军工,国防军工|2-军工集团订单公告,先行,2-军工集团订单公告,0.1274,上市公司公告,滚动3M/4Q同比；以交付、收入或现金流确认，政策/规划单项权重≤8%。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
国防军工,国防军工|3-军品采购计划,先行,3-军品采购计划,0.0849,全军武器装备采购网,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
国防军工,国防军工|4-地缘政治风险指数,先行,4-地缘政治风险指数,0.0679,相关智库,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
基础化工,基础化工|1-原油价格变化,先行,1-原油价格变化,0.15,WTI/布伦特,改为5年滚动分位(P20/P40/P60/P80)+3个月动量；须与库存、价差或利润交叉确认。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
基础化工,基础化工|2-煤化工原料煤价格,先行,2-煤化工原料煤价格,0.12,秦皇岛动力煤,改为5年滚动分位(P20/P40/P60/P80)+3个月动量；须与库存、价差或利润交叉确认。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
基础化工,基础化工|3-化工品产能利用率,先行,3-化工品产能利用率,0.13,卓创资讯,采用TTM/滚动4季同比+历史分位；剔除一次性损益，IRR按项目现金流复核。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
基础化工,基础化工|4-新增产能投放计划,先行,4-新增产能投放计划,0.1,公司公告/行业协会,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
家用电器,家用电器|1-房地产竣工面积增速,先行,1-房地产竣工面积增速,0.1277,国家统计局,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
家用电器,家用电器|2-商品房销售面积增速,先行,2-商品房销售面积增速,0.1021,国家统计局,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
家用电器,家用电器|3-铜/钢等原材料价格,先行,3-铜/钢等原材料价格,0.0851,LME/上海期货,改为5年滚动分位(P20/P40/P60/P80)+3个月动量；须与库存、价差或利润交叉确认。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
家用电器,家用电器|4-家电企业排产计划,先行,4-家电企业排产计划,0.0851,产业在线,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
建筑材料,建筑材料|1-水泥熟料价格,先行,1-水泥熟料价格,0.15,数字水泥网,改为5年滚动分位(P20/P40/P60/P80)+3个月动量；须与库存、价差或利润交叉确认。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
建筑材料,建筑材料|2-玻璃原片价格,先行,2-玻璃原片价格,0.12,卓创资讯,改为5年滚动分位(P20/P40/P60/P80)+3个月动量；须与库存、价差或利润交叉确认。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
建筑材料,建筑材料|3-房地产新开工面积增速,先行,3-房地产新开工面积增速,0.13,国家统计局,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
建筑材料,建筑材料|4-基建投资增速,先行,4-基建投资增速,0.1,国家统计局,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
建筑装饰,建筑装饰|1-基建投资计划,先行,1-基建投资计划,0.15,发改委/财政部,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
建筑装饰,建筑装饰|2-专项债发行规模,先行,2-专项债发行规模,0.12,财政部,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
建筑装饰,建筑装饰|3-房地产新开工面积增速,先行,3-房地产新开工面积增速,0.1,国家统计局,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
建筑装饰,建筑装饰|4-钢材价格变化,先行,4-钢材价格变化,0.08,上海钢联,改为5年滚动分位(P20/P40/P60/P80)+3个月动量；须与库存、价差或利润交叉确认。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
房地产,房地产|1-百城土地成交面积增速,先行,1-百城土地成交面积增速,0.1667,中指院,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
房地产,房地产|2-房企拿地金额增速,先行,2-房企拿地金额增速,0.1333,中指院,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
房地产,房地产|3-房贷利率,先行,3-房贷利率,0.1111,央行,改为5年滚动分位(P20/P40/P60/P80)+3个月动量；须与库存、价差或利润交叉确认。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
房地产,房地产|4-房地产信托发行规模,先行,4-房地产信托发行规模,0.0889,用益信托,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
有色金属,有色金属|1-LME铜库存变化,先行,1-LME铜库存变化,0.15,LME,采用同比、环比、历史分位三维评分；按去库/改善方向计分。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
有色金属,有色金属|2-铜精矿TC/RC,先行,2-铜精矿TC/RC,0.12,SMM,改为5年滚动分位(P20/P40/P60/P80)+3个月动量；须与库存、价差或利润交叉确认。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
有色金属,有色金属|3-美元指数,先行,3-美元指数,0.1,美联储,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
有色金属,有色金属|4-全球矿山资本开支增速,先行,4-全球矿山资本开支增速,0.08,Wood Mackenzie,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
机械设备,机械设备|1-制造业固定资产投资增速,先行,1-制造业固定资产投资增速,0.1667,国家统计局,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
机械设备,机械设备|2-挖掘机开工小时数,先行,2-挖掘机开工小时数,0.1333,小松,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
机械设备,机械设备|3-机床订单增速,先行,3-机床订单增速,0.1111,日本机床工业协会,滚动3M/4Q同比；以交付、收入或现金流确认，政策/规划单项权重≤8%。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
机械设备,机械设备|4-工业机器人产量增速,先行,4-工业机器人产量增速,0.0889,国家统计局,采用季调同比+3个月环比；单月值用3个月移动均值过滤。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
汽车,汽车|1-汽车经销商库存系数,先行,1-汽车经销商库存系数,0.1333,中国汽车流通协会,采用同比、环比、历史分位三维评分；按去库/改善方向计分。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
汽车,汽车|2-新能源汽车渗透率,先行,2-新能源汽车渗透率,0.1067,中汽协,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
汽车,汽车|3-动力电池装车量增速,先行,3-动力电池装车量增速,0.0889,中国汽车动力电池产业创新联盟,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
汽车,汽车|4-汽车出口量增速,先行,4-汽车出口量增速,0.0711,海关总署,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
煤炭,煤炭|1-动力煤港口库存,先行,1-动力煤港口库存,0.1667,秦皇岛港,采用同比、环比、历史分位三维评分；按去库/改善方向计分。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
煤炭,煤炭|2-焦煤港口库存,先行,2-焦煤港口库存,0.1111,京唐港,采用同比、环比、历史分位三维评分；按去库/改善方向计分。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
煤炭,煤炭|3-电厂日耗煤量,先行,3-电厂日耗煤量,0.1333,六大电厂,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
煤炭,煤炭|4-进口煤数量增速,先行,4-进口煤数量增速,0.0889,海关总署,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
环保,环保|1-环保固定资产投资计划,先行,1-环保固定资产投资计划,0.15,发改委,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
环保,环保|2-环保政策发布数量,先行,2-环保政策发布数量,0.1,生态环境部,滚动3M/4Q同比；以交付、收入或现金流确认，政策/规划单项权重≤8%。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
环保,环保|3-碳交易价格,先行,3-碳交易价格,0.12,全国碳市场,改为5年滚动分位(P20/P40/P60/P80)+3个月动量；须与库存、价差或利润交叉确认。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
环保,环保|4-地方政府环保支出,先行,4-地方政府环保支出,0.08,财政部,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
电力设备,电力设备|1-光伏组件价格,先行,1-光伏组件价格,0.0947,PV InfoLink,改为5年滚动分位(P20/P40/P60/P80)+3个月动量；须与库存、价差或利润交叉确认。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
电力设备,电力设备|2-硅料价格,先行,2-硅料价格,0.0789,硅业分会,改为5年滚动分位(P20/P40/P60/P80)+3个月动量；须与库存、价差或利润交叉确认。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
电力设备,电力设备|3-锂电池价格,先行,3-锂电池价格,0.0947,SMM,改为5年滚动分位(P20/P40/P60/P80)+3个月动量；须与库存、价差或利润交叉确认。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
电力设备,电力设备|4-风电招标量,先行,4-风电招标量,0.1026,金风科技/中国风能协会,滚动3M/4Q同比；以交付、收入或现金流确认，政策/规划单项权重≤8%。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
电力设备,电力设备|5-电网投资计划,先行,5-电网投资计划,0.0789,国家电网/南方电网,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
电子,电子|1-全球半导体销售额增速,先行,1-全球半导体销售额增速,0.1364,SIA/WSTS,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
电子,电子|2-存储芯片价格变化,先行,2-存储芯片价格变化,0.1091,DRAMeXchange,改为5年滚动分位(P20/P40/P60/P80)+3个月动量；须与库存、价差或利润交叉确认。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
电子,电子|3-硅片出货量增速,先行,3-硅片出货量增速,0.0909,SEMI,采用季调同比+3个月环比；单月值用3个月移动均值过滤。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
电子,电子|4-设备商订单增速,先行,4-设备商订单增速,0.0909,应用材料/ASML财报,滚动3M/4Q同比；以交付、收入或现金流确认，政策/规划单项权重≤8%。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
电子,电子|5-下游客户库存周转天数,先行,5-下游客户库存周转天数,0.0727,下游公司财报,采用同比、环比、历史分位三维评分；按去库/改善方向计分。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
石油石化,石油石化|1-原油价格(Brent),先行,1-原油价格(Brent),0.1744,ICE,改为5年滚动分位(P20/P40/P60/P80)+3个月动量；须与库存、价差或利润交叉确认。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
石油石化,石油石化|2-OPEC+产量政策,先行,2-OPEC+产量政策,0.1163,OPEC,滚动3M/4Q同比；以交付、收入或现金流确认，政策/规划单项权重≤8%。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
石油石化,石油石化|3-美国原油库存变化,先行,3-美国原油库存变化,0.1163,EIA,采用同比、环比、历史分位三维评分；按去库/改善方向计分。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
石油石化,石油石化|4-全球石油需求预期,先行,4-全球石油需求预期,0.093,IEA/EIA/OPEC,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
社会服务,社会服务|1-居民可支配收入增速,先行,1-居民可支配收入增速,0.1333,国家统计局,采用季调同比+3个月环比；单月值用3个月移动均值过滤。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
社会服务,社会服务|2-节假日旅游预订量,先行,2-节假日旅游预订量,0.1067,携程/去哪儿,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
社会服务,社会服务|3-航空客座率,先行,3-航空客座率,0.0889,民航局,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
社会服务,社会服务|4-酒店RevPAR,先行,4-酒店RevPAR,0.0711,STR,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
纺织服饰,纺织服饰|1-棉花价格变化,先行,1-棉花价格变化,0.1333,郑商所/ICE,改为5年滚动分位(P20/P40/P60/P80)+3个月动量；须与库存、价差或利润交叉确认。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
纺织服饰,纺织服饰|2-化纤价格变化,先行,2-化纤价格变化,0.1067,CCFEI,改为5年滚动分位(P20/P40/P60/P80)+3个月动量；须与库存、价差或利润交叉确认。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
纺织服饰,纺织服饰|3-美国服装零售库存,先行,3-美国服装零售库存,0.0889,美国商务部,采用同比、环比、历史分位三维评分；按去库/改善方向计分。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
纺织服饰,纺织服饰|4-人民币汇率,先行,4-人民币汇率,0.0711,中国外汇交易中心,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
综合,综合|1-宏观经济景气指数,先行,1-宏观经济景气指数,0.2,国家统计局,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
综合,综合|2-制造业PMI,先行,2-制造业PMI,0.15,国家统计局,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
综合,综合|3-新增社融规模,先行,3-新增社融规模,0.1,央行,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
美容护理,美容护理|1-居民人均可支配收入增速,先行,1-居民人均可支配收入增速,0.1333,国家统计局,采用季调同比+3个月环比；单月值用3个月移动均值过滤。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
美容护理,美容护理|2-化妆品进口金额增速,先行,2-化妆品进口金额增速,0.0889,海关总署,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
美容护理,美容护理|3-消费者信心指数,先行,3-消费者信心指数,0.1067,国家统计局,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
美容护理,美容护理|4-社交媒体美妆话题热度,先行,4-社交媒体美妆话题热度,0.0711,相关平台,采用5年滚动分位+同比/环比双阈值；数据滞后超过一个频率周期时自动降权。,核心先行,P0,月度；季频指标按实际披露日生效,2020-01-01,待采集,请按评分口径复核最新值、日期和评分。
